Date,Question,Comment,Purpose,Customer focused,Innovation ,One team,Empowered/Development/ (Potential),Diversity & Well-Being,Score,Group,Driver/Value
2024-04-05 00:00:00,I have the opportunity to do challenging things at work.,The transition has changed some parameters and some elements of my work come predefined with not much opportunity to change but I believe challenging the status quo is always possible.,0,0,1,0,0,0,9,Engagement,Accomplishment
2024-04-09 00:00:00,I see how my work contributes to positive outcomes for our customers.,"Yes, In my role I literally make the difference on if customers get their product multiple times a week",1,1,0,0,0,0,7,Engagement,Meaningful Work
2024-05-01 00:00:00,I have the opportunity to do challenging things at work.,"The role I'm in is definitely very challenging, and allows me to work on projects / tasks I don't think I'd have the chance to be exposed to in other companies",1,0,1,0,0,0,10,Engagement,Accomplishment
2024-05-03 00:00:00,"Most days, I feel a sense of accomplishment from what I do.",I feel that my skills are somewhat undervalued in my daily work and I wish that there was more opportunity/priority towards being part of long-term projects,0,0,0,0,1,0,6,Engagement,Accomplishment
2024-05-01 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"Short and long term have different answers. Short term, i don't think transition is positive for Abcam. Long term, i believe it is (and this would instead be a 7/8).",0,0,0,0,0,0,6,Company questions,Transition
2024-05-03 00:00:00,My manager provides me with the support that I need to complete my work.,Clear goals and structure,1,0,0,1,0,0,10,Engagement,Management Support
2024-04-04 00:00:00,My coworkers welcome opinions different from their own.,not where DBS is concerned. but rigidity is the nature of std work,0,0,0,1,0,0,7,Engagement,Freedom of Opinions
2024-05-10 00:00:00,My manager communicates openly and honestly with me.,I have very open communication with my manager.  My issues with communication come from further up the food chain.,0,0,0,1,0,0,10,Engagement,Management Support
2024-05-01 00:00:00,"At work, I know what I'm expected to deliver.","Working on the goals set on Oracle, so I know what I have to deliver",1,0,0,0,0,0,10,Engagement,Goal Setting
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,"I started helping with recruitment within the team last year, we had an internal hire which went fine and I was excited to help with our latest vacancy as we’re always busy and have a planning backlog constantly building up due to capacity, but our recent attempt at an external hire was an absolute chaotic mess which was undermined and disrupted every step of the way by HR, talent acquisition, and others. 

•	In the initial stages we had a CV forwarded to us from another previous vacancy, only to find out that the hiring manager for that vacancy specifically requested that CV NOT be forwarded for the role as they clearly were not happy with him.
•	When we rejected that candidate after a phone interview the TA rep did not reject him, and instead arranged another phone interview. We asked her to cancel it, which was not acted on for a day, then when she was prompted again said it was too late. We then had to do a ""fake"" interview with a candidate we already rejected, wasting his and our time.
•	When the process was about to finish, the DAY BEFORE sending the job offer out we were told to pause the process as the job may be cancelled, after 6 weeks of recruiting and looking over more than a hundred applicants.
•	When the job was finally approved (again) the pay offer sent out to him was massively below what other recent new hires were offered in the same role (despite them having almost identical experience to him) and was said to him in his interview, as in a 10%+ difference.
•	I was told emergency discussions were had to increase the pay offer before the candidate rejected the job offer, then the next day when I reviewed the communications with the candidate on SmartRecruiters our TA rep had instead told the candidate there would be no pay increase.
 
This candidate has significant experience and expertise using equipment our lab is heavily reliant on, which is a rarity for this level of role. It will reduce our training time massively, and allow for him to be put on production alone much quicker than any other candidate and help with capacity at a time where we have a large backlog with planning – the money savings from that alone likely outweigh the ~£2000 HR is quibbling over. I can't imagine him staying here long on the salary he was offered, which is less than some of our new starters got 2.5 years ago.

This whole situation has been stressful and miserable, and honestly it feels like it was being actively sabotaged for reasons unknown, I'm not sure if I intend to help with any future hires if this kind of behaviour is considered acceptable by Abcam.

It's only a matter of time until this new associate finds out he's being payed far below what all the other Research Associates are, he'll no doubt feel humiliated and angry about it and we have no justification to provide him.",0,0,0,1,0,1,1,Engagement,Engagement
2024-04-04 00:00:00,My manager communicates openly and honestly with me.,me and my manager constructive 1 to 1 conversations and get goals set into place he will let me know if i am doing wrong and how to improve.,0,0,0,1,0,0,10,Engagement,Management Support
2024-05-02 00:00:00,I see a path for me to advance my career in our organization.,"yes, I can see a clear path in my career",0,0,0,0,1,0,9,Engagement,Growth
2024-05-07 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I haven't been at Abcam long enough to answer this question,0,0,0,0,0,0,7,Company questions,Transition
2024-05-02 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"Yes, but also some threats. Still need to figure out DHR",0,0,0,0,0,0,9,Company questions,Transition
2024-05-07 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,Read you indeed/ glassdoor reviews.,0,0,0,0,0,0,5,Company questions,Transition
2024-05-02 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"Rich is a great leader, and much of this score comes from his genuine care for his employees. It's not just lip service; he truly listens to employee feedback and takes appropriate actions.",0,0,0,1,0,1,9,Engagement,Engagement
2024-05-03 00:00:00,How likely is it that you would recommend Abcam as a place to work?,I do enjoy the fact that our team contribute hard work into a global health research however I do think the role is underpaid.,0,0,0,1,0,1,9,Engagement,Engagement
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,The supporting environment and the people that work here.,0,0,0,0,0,1,10,Engagement,Engagement
2024-05-10 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,"Quite possibly, but I don't always have time to catch up with recordings.  I try to do the ones that I feel are important",0,0,0,0,0,0,8,Engagement,Strategy
2024-05-10 00:00:00,My coworkers welcome opinions different from their own.,"Mostly people are happy to learn from others, and see other viewpoints. however there are some areas where it's difficult to approach the subject of doing things a different way.",0,0,0,1,0,0,9,Engagement,Freedom of Opinion
2024-05-01 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"The future is uncertain, only time will tell.",0,0,0,0,0,0,8,Company questions,Transition
